FeedbackID,CustomerID,ProductID,Review,Rating,Date
FB012806,CUST038882,P0178,"Phone is okay, expected slightly better battery",3,2023-08-31
FB012807,CUST024431,P0559,"It's fine, delivery took a couple of extra days",3,2023-09-22
FB012808,CUST030639,P0258,Loved the display and performance,5,2023-09-30
FB012809,CUST010905,P0148,Build quality and after-sales support are great,4,2026-02-16
FB012810,CUST019885,P0081,Super fast delivery and genuine product,4,2026-05-12
FB012811,CUST003192,P0125,Loved the display and performance,4,2024-06-01
FB012812,CUST009312,P0378,"Battery drains too fast, not worth the price",1,2024-05-14
FB012813,CUST047651,P0332,"Poor packaging, box was damaged on arrival",1,2024-01-11
FB012814,CUST034221,P0359,"Excellent phone, camera quality is amazing",5,2023-11-23
FB012815,CUST012660,P0028,"Phone is okay, expected slightly better battery",3,2025-02-02
FB012816,CUST020853,P0034,"Excellent phone, camera quality is amazing",5,2024-06-30
FB012817,CUST021377,P0329,"Battery drains too fast, not worth the price",1,2025-08-02
FB012818,CUST006863,P0500,"Very happy with the purchase, smooth experience",4,2026-05-16
FB012819,CUST031912,P0056,Loved the display and performance,4,2024-07-24
FB012820,CUST045085,P0597,"Phone is okay, expected slightly better battery",3,2024-11-08
FB012821,CUST018366,P0597,"Average performance, heats up a bit while gaming",3,2024-08-24
FB012822,CUST028564,P0332,"Excellent phone, camera quality is amazing",4,2024-11-13
FB012823,CUST023768,P0217,"Great value for money, battery life is superb",4,2024-02-10
FB012824,CUST042637,P0343,"Phone hung frequently, had to get it exchanged",1,2025-05-08
FB012825,CUST043427,P0210,Warranty claim process was very slow,2,2025-04-14
FB012826,CUST024866,P0009,"Phone is okay, expected slightly better battery",3,2024-06-15
FB012827,CUST021059,P0474,"Great value for money, battery life is superb",4,2026-07-03
FB012828,CUST019848,P0483,"Phone hung frequently, had to get it exchanged",1,2025-09-25
FB012829,CUST033219,P0061,"Excellent phone, camera quality is amazing",5,2025-02-27
FB012830,CUST025442,P0280,Super fast delivery and genuine product,4,2024-01-11
FB012831,CUST016254,P0588,"Excellent phone, camera quality is amazing",4,2025-06-28
FB012832,CUST026922,P0576,Loved the display and performance,5,2024-09-26
FB012833,CUST025288,P0308,Loved the display and performance,4,2023-11-25
FB012834,CUST032421,P0273,"It's fine, delivery took a couple of extra days",3,2025-07-12
FB012835,CUST041026,P0037,Loved the display and performance,5,2026-01-13
FB012836,CUST049765,P0039,Super fast delivery and genuine product,5,2025-01-05
FB012837,CUST049963,P0360,"Average performance, heats up a bit while gaming",3,2024-06-04
FB012838,CUST029156,P0541,Loved the display and performance,4,2023-10-11
FB012839,CUST000562,P0186,"Phone is okay, expected slightly better battery",3,2024-01-28
FB012840,CUST010827,P0229,"Received a scratched unit, very disappointed",1,2024-10-13
FB012841,CUST047689,P0046,"Poor packaging, box was damaged on arrival",2,2025-07-18
FB012842,CUST035363,P0411,Loved the display and performance,4,2026-02-28
FB012843,CUST012956,P0339,"Average performance, heats up a bit while gaming",3,2025-12-29
FB012844,CUST040309,P0168,"Phone is okay, expected slightly better battery",3,2025-05-12
FB012845,CUST031776,P0557,"Average performance, heats up a bit while gaming",3,2024-05-21
FB012846,CUST039135,P0588,"Very happy with the purchase, smooth experience",4,2023-08-05
FB012847,CUST036513,P0095,"Great value for money, battery life is superb",4,2026-06-19
FB012848,CUST040630,P0284,"Phone is okay, expected slightly better battery",3,2024-08-18
FB012849,CUST027387,P0230,"It's fine, delivery took a couple of extra days",3,2026-05-28
FB012850,CUST024453,P0021,"Excellent phone, camera quality is amazing",5,2024-07-03
FB012851,CUST040323,P0304,"Great value for money, battery life is superb",4,2025-07-02
FB012852,CUST037397,P0013,"Average performance, heats up a bit while gaming",3,2025-05-16
FB012853,CUST031364,P0588,"Very happy with the purchase, smooth experience",5,2025-03-02
FB012854,CUST027659,P0524,"Battery drains too fast, not worth the price",2,2025-10-24
FB012855,CUST024772,P0305,"It's fine, delivery took a couple of extra days",3,2026-06-23
FB012856,CUST039576,P0093,Build quality and after-sales support are great,5,2025-08-04
FB012857,CUST035654,P0044,Build quality and after-sales support are great,4,2025-08-06
FB012858,CUST048502,P0325,"Phone is okay, expected slightly better battery",3,2024-03-29
FB012859,CUST042979,P0291,"Great value for money, battery life is superb",4,2026-03-09
FB012860,CUST006650,P0304,"It's fine, delivery took a couple of extra days",3,2025-07-21
FB012861,CUST048193,P0016,"Battery drains too fast, not worth the price",2,2023-12-24
FB012862,CUST037035,P0242,Super fast delivery and genuine product,4,2024-01-05
FB012863,CUST035116,P0439,"Battery drains too fast, not worth the price",2,2024-10-26
FB012864,CUST019235,P0243,"It's fine, delivery took a couple of extra days",3,2025-06-20
FB012865,CUST027898,P0356,"Excellent phone, camera quality is amazing",4,2025-06-15
FB012866,CUST004943,P0052,"Battery drains too fast, not worth the price",1,2026-05-29
FB012867,CUST038342,P0124,Super fast delivery and genuine product,4,2024-11-26
FB012868,CUST032247,P0136,Super fast delivery and genuine product,4,2024-01-21
FB012869,CUST006926,P0078,"Average performance, heats up a bit while gaming",3,2025-01-20
FB012870,CUST006826,P0122,"Very happy with the purchase, smooth experience",5,2025-09-05
FB012871,CUST042047,P0503,"Great value for money, battery life is superb",5,2024-01-29
FB012872,CUST001765,P0191,"It's fine, delivery took a couple of extra days",3,2024-08-07
FB012873,CUST000807,P0591,Build quality and after-sales support are great,5,2025-10-13
FB012874,CUST013619,P0365,Loved the display and performance,4,2025-05-25
FB012875,CUST036347,P0092,Loved the display and performance,5,2026-01-02
FB012876,CUST004224,P0348,"It's fine, delivery took a couple of extra days",3,2023-10-04
FB012877,CUST038176,P0478,"Great value for money, battery life is superb",4,2024-07-09
FB012878,CUST016697,P0356,"Poor packaging, box was damaged on arrival",1,2026-01-04
FB012879,CUST018666,P0189,"Phone is okay, expected slightly better battery",3,2026-05-11
FB012880,CUST038642,P0593,Super fast delivery and genuine product,5,2025-10-03
FB012881,CUST018551,P0350,"Very happy with the purchase, smooth experience",5,2023-09-26
FB012882,CUST043398,P0272,Super fast delivery and genuine product,4,2026-07-05
FB012883,CUST023519,P0051,"Phone is okay, expected slightly better battery",3,2024-08-09
FB012884,CUST041958,P0362,Loved the display and performance,5,2025-09-14
FB012885,CUST014364,P0249,"Battery drains too fast, not worth the price",1,2024-12-21
FB012886,CUST040365,P0367,"Great value for money, battery life is superb",5,2025-01-22
FB012887,CUST000727,P0555,"Battery drains too fast, not worth the price",2,2023-08-02
FB012888,CUST043134,P0306,"Phone hung frequently, had to get it exchanged",1,2024-03-13
FB012889,CUST000352,P0128,Loved the display and performance,4,2024-01-26
FB012890,CUST006933,P0048,"Phone hung frequently, had to get it exchanged",2,2026-02-18
FB012891,CUST036671,P0592,"Average performance, heats up a bit while gaming",3,2025-02-11
FB012892,CUST010160,P0405,"Great value for money, battery life is superb",4,2024-12-23
FB012893,CUST018655,P0090,"Received a scratched unit, very disappointed",2,2026-04-04
FB012894,CUST005986,P0518,"Received a scratched unit, very disappointed",1,2024-01-14
FB012895,CUST004840,P0422,Super fast delivery and genuine product,4,2024-02-25
FB012896,CUST044722,P0185,"Poor packaging, box was damaged on arrival",2,2025-12-17
FB012897,CUST030854,P0314,Super fast delivery and genuine product,4,2024-11-16
FB012898,CUST034010,P0347,Super fast delivery and genuine product,4,2023-12-28
FB012899,CUST040176,P0399,Loved the display and performance,5,2024-06-18
FB012900,CUST029045,P0044,"Very happy with the purchase, smooth experience",4,2025-03-27
FB012901,CUST038673,P0370,Warranty claim process was very slow,2,2025-08-17
FB012902,CUST029834,P0557,"Great value for money, battery life is superb",4,2025-01-05
FB012903,CUST008878,P0185,Super fast delivery and genuine product,4,2024-08-14
FB012904,CUST042304,P0196,"Phone hung frequently, had to get it exchanged",1,2025-10-26
FB012905,CUST006188,P0135,Build quality and after-sales support are great,4,2025-11-22
FB012906,CUST004407,P0074,"Average performance, heats up a bit while gaming",3,2024-01-19
FB012907,CUST033111,P0473,Loved the display and performance,5,2024-08-07
FB012908,CUST026004,P0394,"Average performance, heats up a bit while gaming",3,2025-03-22
FB012909,CUST031881,P0301,"Great value for money, battery life is superb",5,2024-02-06
FB012910,CUST017848,P0429,"Average performance, heats up a bit while gaming",3,2023-10-13
FB012911,CUST028888,P0019,"Phone is okay, expected slightly better battery",3,2023-08-24
FB012912,CUST039213,P0069,Warranty claim process was very slow,2,2023-12-06
FB012913,CUST032485,P0461,Warranty claim process was very slow,1,2025-03-04
FB012914,CUST021929,P0582,"Average performance, heats up a bit while gaming",3,2024-11-11
FB012915,CUST019750,P0083,"Excellent phone, camera quality is amazing",4,2023-07-27
FB012916,CUST034093,P0566,"Phone is okay, expected slightly better battery",3,2023-08-13
FB012917,CUST017467,P0208,Loved the display and performance,4,2025-06-16
FB012918,CUST045998,P0026,Loved the display and performance,4,2025-07-19
FB012919,CUST023783,P0121,"Very happy with the purchase, smooth experience",4,2025-11-29
FB012920,CUST044881,P0029,Super fast delivery and genuine product,5,2024-06-30
FB012921,CUST012261,P0361,"Poor packaging, box was damaged on arrival",2,2024-01-06
FB012922,CUST014123,P0173,Loved the display and performance,5,2023-10-27
FB012923,CUST005457,P0523,Super fast delivery and genuine product,4,2025-01-23
FB012924,CUST002292,P0349,Super fast delivery and genuine product,5,2024-01-16
FB012925,CUST031503,P0006,"Battery drains too fast, not worth the price",2,2025-05-26
FB012926,CUST048859,P0518,"Excellent phone, camera quality is amazing",4,2025-06-30
FB012927,CUST031081,P0083,"Phone is okay, expected slightly better battery",3,2024-10-27
FB012928,CUST038587,P0298,"Poor packaging, box was damaged on arrival",1,2023-07-27
FB012929,CUST041990,P0311,"Received a scratched unit, very disappointed",1,2026-02-19
FB012930,CUST019834,P0574,"Very happy with the purchase, smooth experience",5,2024-01-20
FB012931,CUST012687,P0090,"Phone is okay, expected slightly better battery",3,2023-08-07
FB012932,CUST030060,P0506,Build quality and after-sales support are great,4,2025-04-17
FB012933,CUST036280,P0401,Loved the display and performance,4,2026-03-21
FB012934,CUST028359,P0036,Warranty claim process was very slow,1,2026-05-29
FB012935,CUST003556,P0346,Super fast delivery and genuine product,5,2023-08-01
FB012936,CUST012050,P0321,"Very happy with the purchase, smooth experience",4,2026-06-22
FB012937,CUST049833,P0462,Loved the display and performance,4,2024-01-12
FB012938,CUST042036,P0229,"Very happy with the purchase, smooth experience",4,2024-02-05
FB012939,CUST039762,P0258,"Battery drains too fast, not worth the price",2,2024-07-06
FB012940,CUST048810,P0528,Super fast delivery and genuine product,4,2026-05-05
FB012941,CUST015035,P0538,"Received a scratched unit, very disappointed",2,2023-09-20
FB012942,CUST018454,P0020,"Great value for money, battery life is superb",5,2023-07-23
FB012943,CUST018050,P0081,"Great value for money, battery life is superb",5,2024-08-24
FB012944,CUST030069,P0288,Loved the display and performance,4,2025-08-21
FB012945,CUST010160,P0136,"Received a scratched unit, very disappointed",2,2024-02-04
FB012946,CUST040253,P0218,"It's fine, delivery took a couple of extra days",3,2025-05-14
FB012947,CUST048595,P0551,"Great value for money, battery life is superb",5,2025-05-29
FB012948,CUST021174,P0060,"Poor packaging, box was damaged on arrival",1,2023-09-06
FB012949,CUST005289,P0502,Build quality and after-sales support are great,4,2023-07-31
FB012950,CUST006156,P0404,"Excellent phone, camera quality is amazing",4,2025-12-01
FB012951,CUST026137,P0383,"Phone hung frequently, had to get it exchanged",2,2024-08-16
FB012952,CUST045997,P0568,"It's fine, delivery took a couple of extra days",3,2023-09-03
FB012953,CUST023778,P0440,Build quality and after-sales support are great,4,2023-09-21
FB012954,CUST040638,P0352,Build quality and after-sales support are great,4,2026-03-08
FB012955,CUST019836,P0554,"Very happy with the purchase, smooth experience",4,2026-01-30
FB012956,CUST022356,P0453,Loved the display and performance,5,2024-07-04
FB012957,CUST027897,P0504,"It's fine, delivery took a couple of extra days",3,2026-05-13
FB012958,CUST045830,P0443,Warranty claim process was very slow,1,2024-04-29
FB012959,CUST003825,P0075,"It's fine, delivery took a couple of extra days",3,2024-02-26
FB012960,CUST008752,P0166,"Very happy with the purchase, smooth experience",4,2025-03-15
FB012961,CUST007996,P0014,Loved the display and performance,4,2023-07-01
FB012962,CUST012387,P0071,Super fast delivery and genuine product,4,2025-08-16
FB012963,CUST018307,P0358,Loved the display and performance,4,2024-03-05
FB012964,CUST033326,P0336,"Very happy with the purchase, smooth experience",4,2025-04-22
FB012965,CUST037350,P0030,"Excellent phone, camera quality is amazing",5,2026-01-30
FB012966,CUST000290,P0346,Super fast delivery and genuine product,5,2024-04-17
FB012967,CUST043636,P0283,"Excellent phone, camera quality is amazing",4,2025-11-11
FB012968,CUST035992,P0545,"Great value for money, battery life is superb",5,2023-07-27
FB012969,CUST039399,P0194,"Very happy with the purchase, smooth experience",5,2024-10-23
FB012970,CUST036356,P0287,"Poor packaging, box was damaged on arrival",1,2025-05-14
FB012971,CUST039320,P0098,Build quality and after-sales support are great,4,2026-04-21
FB012972,CUST027164,P0504,"Phone hung frequently, had to get it exchanged",2,2025-04-01
FB012973,CUST025566,P0257,Loved the display and performance,4,2024-01-05
FB012974,CUST046950,P0126,"Poor packaging, box was damaged on arrival",1,2024-11-26
FB012975,CUST037951,P0151,"Phone hung frequently, had to get it exchanged",1,2025-03-28
FB012976,CUST031566,P0340,"It's fine, delivery took a couple of extra days",3,2024-02-29
FB012977,CUST018535,P0576,"Battery drains too fast, not worth the price",2,2024-01-11
FB012978,CUST026036,P0389,"Poor packaging, box was damaged on arrival",2,2026-06-02
FB012979,CUST035391,P0581,Super fast delivery and genuine product,5,2023-08-05
FB012980,CUST004659,P0211,Build quality and after-sales support are great,5,2023-10-14
FB012981,CUST003012,P0305,Super fast delivery and genuine product,4,2025-08-19
FB012982,CUST032341,P0446,"Poor packaging, box was damaged on arrival",2,2025-07-17
FB012983,CUST017694,P0048,"Phone is okay, expected slightly better battery",3,2024-02-20
FB012984,CUST013198,P0130,"Battery drains too fast, not worth the price",1,2026-02-21
FB012985,CUST025500,P0116,"Great value for money, battery life is superb",5,2023-12-30
FB012986,CUST044344,P0553,"Phone hung frequently, had to get it exchanged",1,2024-07-11
FB012987,CUST010000,P0342,Build quality and after-sales support are great,4,2025-05-19
FB012988,CUST004949,P0418,Super fast delivery and genuine product,5,2024-08-10
FB012989,CUST041535,P0235,Loved the display and performance,5,2026-01-05
FB012990,CUST032275,P0401,Warranty claim process was very slow,2,2026-03-11
FB012991,CUST034774,P0411,"Phone is okay, expected slightly better battery",3,2025-01-19
FB012992,CUST020277,P0421,"Poor packaging, box was damaged on arrival",1,2025-01-21
FB012993,CUST036627,P0480,Build quality and after-sales support are great,5,2025-05-25
FB012994,CUST011821,P0311,"Excellent phone, camera quality is amazing",4,2023-09-18
FB012995,CUST003141,P0041,"Average performance, heats up a bit while gaming",3,2024-03-29
FB012996,CUST014356,P0193,"Excellent phone, camera quality is amazing",5,2023-09-16
FB012997,CUST005990,P0194,Build quality and after-sales support are great,5,2026-06-16
FB012998,CUST008235,P0173,Loved the display and performance,4,2026-03-03
FB012999,CUST035846,P0562,"Battery drains too fast, not worth the price",1,2025-02-24
FB013000,CUST041914,P0148,"It's fine, delivery took a couple of extra days",3,2023-09-14
FB013001,CUST019707,P0423,Build quality and after-sales support are great,5,2023-10-19
FB013002,CUST037076,P0584,"Phone is okay, expected slightly better battery",3,2024-02-24
FB013003,CUST001225,P0529,"Excellent phone, camera quality is amazing",5,2025-03-19
FB013004,CUST015383,P0477,"Excellent phone, camera quality is amazing",5,2026-04-13
FB013005,CUST010194,P0154,"Received a scratched unit, very disappointed",2,2023-10-07
FB013006,CUST036526,P0193,"Received a scratched unit, very disappointed",1,2026-02-08
FB013007,CUST001368,P0062,"Poor packaging, box was damaged on arrival",2,2024-12-29
FB013008,CUST041615,P0356,Loved the display and performance,4,2025-01-14
FB013009,CUST034783,P0162,"Phone hung frequently, had to get it exchanged",2,2025-11-14
FB013010,CUST023213,P0170,"Average performance, heats up a bit while gaming",3,2025-01-21
FB013011,CUST004324,P0542,"Very happy with the purchase, smooth experience",5,2024-07-11
FB013012,CUST037455,P0260,Super fast delivery and genuine product,5,2024-08-15
FB013013,CUST008329,P0080,Build quality and after-sales support are great,5,2026-01-17
FB013014,CUST000552,P0384,"Poor packaging, box was damaged on arrival",2,2023-12-15
FB013015,CUST047443,P0411,"Excellent phone, camera quality is amazing",4,2024-03-04
FB013016,CUST037443,P0026,"Excellent phone, camera quality is amazing",4,2026-02-09
FB013017,CUST034531,P0033,Super fast delivery and genuine product,5,2025-06-05
FB013018,CUST040554,P0033,"Great value for money, battery life is superb",4,2026-02-08
FB013019,CUST040175,P0035,Loved the display and performance,5,2025-07-01
FB013020,CUST005679,P0215,"Excellent phone, camera quality is amazing",4,2024-11-21
FB013021,CUST011266,P0110,Loved the display and performance,4,2026-01-19
FB013022,CUST002005,P0317,"It's fine, delivery took a couple of extra days",3,2025-03-13
FB013023,CUST022819,P0581,Warranty claim process was very slow,1,2024-12-17
FB013024,CUST005138,P0479,Super fast delivery and genuine product,4,2025-07-04
FB013025,CUST005901,P0230,"Excellent phone, camera quality is amazing",5,2025-05-15
FB013026,CUST041634,P0254,"It's fine, delivery took a couple of extra days",3,2025-11-26
FB013027,CUST010101,P0262,"Average performance, heats up a bit while gaming",3,2026-06-04
FB013028,CUST041643,P0504,"Excellent phone, camera quality is amazing",5,2023-07-22
FB013029,CUST018775,P0505,Warranty claim process was very slow,2,2025-02-16
FB013030,CUST027040,P0044,"Battery drains too fast, not worth the price",2,2025-08-26
FB013031,CUST040536,P0329,"Battery drains too fast, not worth the price",1,2025-11-13
FB013032,CUST029469,P0520,"Very happy with the purchase, smooth experience",5,2025-01-22
FB013033,CUST031310,P0206,"Excellent phone, camera quality is amazing",4,2024-12-06
FB013034,CUST030606,P0124,Build quality and after-sales support are great,5,2026-05-29
FB013035,CUST010574,P0540,"Very happy with the purchase, smooth experience",5,2024-12-13
FB013036,CUST019357,P0388,"Very happy with the purchase, smooth experience",5,2025-05-09
FB013037,CUST040113,P0383,"Phone is okay, expected slightly better battery",3,2025-06-22
FB013038,CUST015777,P0508,"Received a scratched unit, very disappointed",2,2024-10-02
FB013039,CUST035207,P0145,"Poor packaging, box was damaged on arrival",1,2025-11-02
FB013040,CUST048684,P0444,"Average performance, heats up a bit while gaming",3,2026-03-09
FB013041,CUST015306,P0121,Warranty claim process was very slow,2,2024-08-31
FB013042,CUST032063,P0032,Loved the display and performance,5,2024-03-09
FB013043,CUST046532,P0499,"Battery drains too fast, not worth the price",2,2024-01-05
FB013044,CUST011072,P0513,"Phone is okay, expected slightly better battery",3,2025-09-10
FB013045,CUST013478,P0057,"Excellent phone, camera quality is amazing",4,2024-04-22
FB013046,CUST038306,P0086,"Phone hung frequently, had to get it exchanged",1,2025-05-11
FB013047,CUST031220,P0327,"Very happy with the purchase, smooth experience",4,2025-07-09
FB013048,CUST035040,P0298,"Average performance, heats up a bit while gaming",3,2024-09-18
FB013049,CUST018997,P0137,"Battery drains too fast, not worth the price",1,2025-01-07
FB013050,CUST034349,P0066,"Great value for money, battery life is superb",5,2025-08-20
FB013051,CUST011159,P0446,"Great value for money, battery life is superb",4,2025-08-05
FB013052,CUST043791,P0424,Super fast delivery and genuine product,4,2024-04-16
FB013053,CUST041644,P0531,"Excellent phone, camera quality is amazing",5,2025-09-26
FB013054,CUST040348,P0403,Loved the display and performance,4,2026-03-05
FB013055,CUST009004,P0466,"Phone hung frequently, had to get it exchanged",2,2026-05-27
FB013056,CUST018032,P0238,Super fast delivery and genuine product,5,2023-12-12
FB013057,CUST049351,P0023,"Average performance, heats up a bit while gaming",3,2024-07-30
FB013058,CUST003742,P0409,"Very happy with the purchase, smooth experience",5,2026-01-07
FB013059,CUST012837,P0474,"Excellent phone, camera quality is amazing",4,2024-01-14
FB013060,CUST048425,P0017,"It's fine, delivery took a couple of extra days",3,2024-11-01
FB013061,CUST025692,P0476,"Average performance, heats up a bit while gaming",3,2026-03-29
FB013062,CUST020144,P0155,"Great value for money, battery life is superb",5,2025-03-24
FB013063,CUST006586,P0542,"Average performance, heats up a bit while gaming",3,2025-05-12
FB013064,CUST044079,P0164,"Very happy with the purchase, smooth experience",5,2025-11-10
FB013065,CUST012753,P0372,"Great value for money, battery life is superb",5,2025-02-08
FB013066,CUST012274,P0389,"Excellent phone, camera quality is amazing",5,2024-09-20
FB013067,CUST030990,P0293,"Great value for money, battery life is superb",5,2023-10-11
FB013068,CUST007453,P0321,Loved the display and performance,4,2026-02-12
FB013069,CUST013525,P0184,"Very happy with the purchase, smooth experience",5,2025-12-31
FB013070,CUST047356,P0369,"Great value for money, battery life is superb",5,2025-02-21
FB013071,CUST042462,P0445,Super fast delivery and genuine product,5,2024-09-24
FB013072,CUST006821,P0062,"Battery drains too fast, not worth the price",1,2026-06-03
FB013073,CUST032553,P0012,Warranty claim process was very slow,2,2025-10-30
FB013074,CUST014753,P0393,"Excellent phone, camera quality is amazing",4,2023-11-07
FB013075,CUST012505,P0150,"Very happy with the purchase, smooth experience",5,2025-01-05
FB013076,CUST025402,P0332,Warranty claim process was very slow,2,2025-04-28
FB013077,CUST009199,P0087,"Phone is okay, expected slightly better battery",3,2024-08-17
FB013078,CUST037078,P0218,"Great value for money, battery life is superb",5,2023-11-21
FB013079,CUST041828,P0196,Loved the display and performance,5,2025-05-26
FB013080,CUST025955,P0463,"Received a scratched unit, very disappointed",1,2026-04-03
FB013081,CUST047484,P0133,"Great value for money, battery life is superb",4,2025-05-05
FB013082,CUST002548,P0259,Build quality and after-sales support are great,4,2025-05-29
FB013083,CUST025925,P0300,Super fast delivery and genuine product,5,2025-09-17
FB013084,CUST004045,P0158,Build quality and after-sales support are great,5,2025-04-11
FB013085,CUST034530,P0394,Super fast delivery and genuine product,5,2026-02-24
FB013086,CUST039843,P0003,"Phone is okay, expected slightly better battery",3,2025-05-16
FB013087,CUST039148,P0508,"It's fine, delivery took a couple of extra days",3,2024-10-04
FB013088,CUST037227,P0314,"Excellent phone, camera quality is amazing",5,2025-12-08
FB013089,CUST013784,P0002,"Poor packaging, box was damaged on arrival",2,2025-10-20
FB013090,CUST046098,P0446,Loved the display and performance,5,2023-10-04
FB013091,CUST030158,P0097,"Excellent phone, camera quality is amazing",5,2024-04-22
FB013092,CUST021676,P0335,"Great value for money, battery life is superb",5,2026-03-06
FB013093,CUST033682,P0211,Loved the display and performance,4,2023-10-26
FB013094,CUST030279,P0580,Loved the display and performance,4,2023-12-07
FB013095,CUST008188,P0394,"Poor packaging, box was damaged on arrival",2,2024-04-23
FB013096,CUST006081,P0598,Loved the display and performance,5,2025-03-07
FB013097,CUST038704,P0372,"Phone is okay, expected slightly better battery",3,2026-04-12
FB013098,CUST045574,P0144,Build quality and after-sales support are great,4,2024-07-06
FB013099,CUST011153,P0570,"Poor packaging, box was damaged on arrival",1,2024-04-06
FB013100,CUST011281,P0521,"Excellent phone, camera quality is amazing",5,2023-09-08
FB013101,CUST049830,P0003,"It's fine, delivery took a couple of extra days",3,2024-06-02
FB013102,CUST014213,P0585,"Very happy with the purchase, smooth experience",4,2024-11-12
FB013103,CUST013009,P0096,"Great value for money, battery life is superb",4,2024-12-12
FB013104,CUST031662,P0124,"Excellent phone, camera quality is amazing",5,2023-09-28
FB013105,CUST019748,P0311,"Average performance, heats up a bit while gaming",3,2024-06-01
FB013106,CUST039306,P0371,"Excellent phone, camera quality is amazing",4,2024-01-24
FB013107,CUST025027,P0350,Build quality and after-sales support are great,4,2026-06-25
FB013108,CUST003365,P0527,"Very happy with the purchase, smooth experience",5,2023-07-29
FB013109,CUST026105,P0078,Warranty claim process was very slow,1,2023-12-04
FB013110,CUST042865,P0358,Super fast delivery and genuine product,5,2024-09-29
FB013111,CUST015222,P0339,Loved the display and performance,5,2024-10-31
FB013112,CUST041821,P0411,"Very happy with the purchase, smooth experience",4,2025-04-22
FB013113,CUST044268,P0106,"Excellent phone, camera quality is amazing",4,2023-07-31
FB013114,CUST014536,P0455,"Very happy with the purchase, smooth experience",4,2024-12-05
FB013115,CUST019331,P0527,Build quality and after-sales support are great,4,2024-01-23
FB013116,CUST000662,P0059,"Phone hung frequently, had to get it exchanged",2,2026-05-01
FB013117,CUST004082,P0017,"Great value for money, battery life is superb",5,2025-03-31
FB013118,CUST037442,P0286,Build quality and after-sales support are great,5,2026-02-11
FB013119,CUST040726,P0379,Loved the display and performance,5,2026-03-27
FB013120,CUST022232,P0182,Super fast delivery and genuine product,5,2025-01-29
FB013121,CUST038363,P0331,"Average performance, heats up a bit while gaming",3,2025-11-08
FB013122,CUST006189,P0541,"It's fine, delivery took a couple of extra days",3,2023-08-29
FB013123,CUST006988,P0085,"Phone is okay, expected slightly better battery",3,2024-01-06
FB013124,CUST030648,P0405,"Received a scratched unit, very disappointed",2,2026-01-31
FB013125,CUST043070,P0466,"Phone is okay, expected slightly better battery",3,2025-12-25
FB013126,CUST031284,P0129,Loved the display and performance,4,2025-01-01
FB013127,CUST008916,P0416,Build quality and after-sales support are great,5,2025-07-05
FB013128,CUST031045,P0263,"It's fine, delivery took a couple of extra days",3,2023-11-30
FB013129,CUST026275,P0310,Build quality and after-sales support are great,4,2025-12-08
FB013130,CUST020273,P0282,Super fast delivery and genuine product,4,2026-02-19
FB013131,CUST027080,P0310,"Average performance, heats up a bit while gaming",3,2026-05-23
FB013132,CUST049184,P0545,"Phone is okay, expected slightly better battery",3,2026-03-20
FB013133,CUST041613,P0067,Super fast delivery and genuine product,5,2025-07-07
FB013134,CUST017662,P0585,"Phone is okay, expected slightly better battery",3,2024-05-14
FB013135,CUST037698,P0123,"Very happy with the purchase, smooth experience",4,2025-06-13
FB013136,CUST013642,P0070,Loved the display and performance,5,2024-11-27
FB013137,CUST023862,P0028,Super fast delivery and genuine product,4,2025-09-06
FB013138,CUST031663,P0460,"Received a scratched unit, very disappointed",1,2024-02-27
FB013139,CUST018377,P0426,"Very happy with the purchase, smooth experience",5,2024-10-29
FB013140,CUST036097,P0194,"Average performance, heats up a bit while gaming",3,2026-04-27
FB013141,CUST045292,P0020,"It's fine, delivery took a couple of extra days",3,2024-12-20
FB013142,CUST031795,P0390,Warranty claim process was very slow,1,2024-02-20
FB013143,CUST033065,P0143,"It's fine, delivery took a couple of extra days",3,2024-01-13
FB013144,CUST048420,P0024,"Average performance, heats up a bit while gaming",3,2023-09-25
FB013145,CUST035976,P0038,"Very happy with the purchase, smooth experience",5,2024-03-16
FB013146,CUST022176,P0003,"Excellent phone, camera quality is amazing",5,2023-10-30
FB013147,CUST015538,P0475,"Poor packaging, box was damaged on arrival",2,2026-03-21
FB013148,CUST024406,P0116,"Very happy with the purchase, smooth experience",4,2026-04-24
FB013149,CUST048202,P0412,"It's fine, delivery took a couple of extra days",3,2025-02-05
FB013150,CUST035915,P0321,"Poor packaging, box was damaged on arrival",1,2025-10-05
FB013151,CUST016138,P0347,Build quality and after-sales support are great,4,2026-03-05
FB013152,CUST028627,P0310,Super fast delivery and genuine product,4,2024-01-12
FB013153,CUST026183,P0043,"Phone hung frequently, had to get it exchanged",2,2024-08-14
FB013154,CUST047458,P0331,"Very happy with the purchase, smooth experience",5,2026-04-18
FB013155,CUST048942,P0073,Build quality and after-sales support are great,4,2024-07-10
FB013156,CUST037656,P0278,Build quality and after-sales support are great,5,2023-07-04
FB013157,CUST033209,P0426,"Received a scratched unit, very disappointed",2,2023-12-21
FB013158,CUST033592,P0135,"Battery drains too fast, not worth the price",1,2025-01-13
FB013159,CUST000852,P0348,Loved the display and performance,5,2024-07-14
FB013160,CUST024007,P0191,Build quality and after-sales support are great,5,2026-03-31
FB013161,CUST019932,P0222,"Average performance, heats up a bit while gaming",3,2025-06-27
FB013162,CUST008797,P0121,"Received a scratched unit, very disappointed",2,2026-06-08
FB013163,CUST040997,P0534,"It's fine, delivery took a couple of extra days",3,2024-04-05
